age,gender,employment_type,monthly_income_ngn,loan_amount_ngn,loan_term_months,previous_loans,previous_defaults,repayment_history_score,savings_balance_ngn,business_age_months,daily_sales_ngn,debt_to_income_ratio,collateral_available,region,defaulted
30,Female,Trader,144203.47,289300.0,6,0,0,95.07,204536.5,141,5495.42,0.3344,No,South West,0
30,Male,Trader,69936.56,165800.0,12,2,1,77.43,81956.46,161,4120.01,0.1976,No,North East,1
19,Male,Salaried,719671.74,287800.0,3,3,1,81.17,404103.89,61,0.5,0.1333,No,North Central,0
63,Female,Salaried,210050.76,101800.0,12,2,1,79.96,184362.66,30,0.0,0.0404,No,South South,0
23,Male,Trader,242194.63,378000.0,1,2,1,84.42,193609.81,81,11772.94,1.5607,No,South East,0
54,Female,Salaried,136782.32,263000.0,12,3,0,96.19,17738.64,53,0.0,0.1602,No,South South,0
29,Male,Salaried,65212.4,71900.0,9,1,1,72.71,41833.23,84,0.0,0.1225,No,North Central,1
34,Male,Salaried,170512.99,303700.0,12,5,0,86.81,42851.48,66,0.0,0.1484,Yes,South East,0
31,Female,Self-employed,145891.41,296300.0,6,0,0,88.61,48338.05,74,7266.53,0.3385,No,North Central,0
57,Male,Unemployed,285474.93,499500.0,9,3,0,88.31,173123.09,39,0.07,0.1944,No,North Central,0
19,Male,Salaried,324377.28,314300.0,1,1,0,98.75,549120.19,9,0.0,0.9689,No,South West,1
34,Female,Self-employed,295960.5,333300.0,6,3,0,93.42,305320.85,31,15149.73,0.1877,No,South West,0
31,Male,Unemployed,342178.96,209600.0,9,2,1,88.15,191980.58,88,0.68,0.0681,Yes,South South,0
31,Male,Unemployed,581342.23,552400.0,2,3,2,63.33,186714.83,65,0.0,0.4751,No,North East,1
27,Female,Salaried,231912.58,314500.0,12,1,0,91.79,157566.54,26,1.21,0.113,No,South South,0
61,Male,Casual,367766.1,530200.0,3,0,0,97.38,185398.0,40,0.0,0.4806,No,North Central,1
36,Male,Salaried,248133.33,171200.0,6,0,0,100.0,369964.39,95,0.0,0.115,No,North East,0
38,Male,Trader,52349.05,20000.0,9,1,0,83.6,48098.31,11,3190.52,0.0425,Yes,South East,0
36,Female,Salaried,162799.38,114400.0,1,1,0,100.0,259225.56,83,0.0,0.7027,No,South South,0
65,Male,Self-employed,102405.9,84800.0,9,1,0,100.0,60089.9,30,3238.9,0.092,No,North Central,0
34,Male,Salaried,209220.46,287900.0,12,2,1,84.14,54893.65,64,0.0,0.1147,No,South West,0
34,Male,Trader,107640.85,104900.0,1,1,0,100.0,156825.17,19,2811.09,0.9745,No,South West,1
33,Female,Salaried,266840.05,273100.0,3,4,0,91.35,294821.7,86,0.41,0.3412,No,South East,0
33,Female,Self-employed,340571.51,568100.0,1,2,0,88.42,405549.81,102,15910.25,1.6681,Yes,South South,1
22,Male,Trader,393577.26,530100.0,6,1,0,94.59,120154.98,52,13982.42,0.2245,No,South West,0
47,Male,Salaried,515675.07,467600.0,9,2,1,82.53,292845.01,50,0.1,0.1008,No,North Central,0
19,Female,Casual,60554.34,79600.0,12,1,0,89.62,8837.7,63,0.0,0.1095,Yes,North Central,0
28,Male,Self-employed,82566.73,268800.0,6,3,0,98.12,41327.95,68,5285.54,0.5426,No,North East,0
27,Male,Salaried,1207173.22,1707600.0,2,3,0,100.0,1400696.37,56,2.79,0.7073,No,North Central,0
31,Male,Salaried,346938.41,663200.0,1,1,0,100.0,479705.66,55,0.05,1.9116,No,South South,1
54,Female,Self-employed,208272.65,181800.0,3,1,0,94.33,331990.69,97,11237.76,0.291,No,South South,0
46,Male,Salaried,183787.69,177300.0,6,4,0,76.92,114137.81,24,1.03,0.1608,No,North West,0
65,Female,Self-employed,173468.8,260100.0,12,2,1,67.52,83064.17,160,4847.1,0.125,Yes,South East,0
34,Female,Trader,51214.44,62400.0,3,5,1,83.22,74447.73,101,1525.37,0.4061,Yes,South South,0
62,Male,Self-employed,108955.87,158300.0,12,1,1,88.13,70073.89,122,5865.43,0.1211,No,North Central,0
20,Male,Self-employed,167378.2,185000.0,6,0,0,84.05,121681.45,77,4764.87,0.1842,No,South West,0
42,Female,Casual,113029.4,161800.0,12,2,0,94.67,46221.44,5,0.0,0.1193,Yes,South South,0
56,Male,Self-employed,123053.41,187700.0,12,2,0,98.98,16898.88,60,5393.76,0.1271,No,South West,0
43,Male,Trader,949686.83,830900.0,12,2,0,93.55,349145.0,143,50505.86,0.0729,No,South West,0
62,Female,Casual,152838.59,173600.0,6,3,0,89.65,54096.53,39,0.0,0.1893,No,South East,0
33,Female,Salaried,215666.85,88900.0,6,2,2,58.13,274837.77,68,2.04,0.0687,No,North East,1
19,Male,Trader,210735.85,312100.0,3,4,3,57.72,232842.04,10,11736.89,0.4937,No,South East,1
55,Male,Unemployed,264041.3,369200.0,3,1,0,89.42,41758.41,12,0.35,0.4661,No,North East,0
21,Female,Self-employed,131989.59,201800.0,9,3,2,73.77,10251.71,29,3022.9,0.1699,No,South East,1
54,Male,Unemployed,404841.11,151700.0,12,3,2,77.93,336239.91,93,0.77,0.0312,No,North Central,0
53,Male,Self-employed,240152.05,294500.0,6,1,0,96.58,236772.59,103,5949.27,0.2044,No,North Central,0
58,Male,Self-employed,77968.12,71500.0,6,0,0,99.83,90258.76,140,2049.76,0.1528,Yes,South West,0
40,Male,Self-employed,167851.43,67100.0,3,3,0,91.45,92241.42,53,3971.49,0.1333,No,North West,0
60,Female,Salaried,160944.64,20000.0,9,1,0,97.29,157289.55,54,0.26,0.02,No,South South,0
26,Female,Unemployed,156201.88,43500.0,3,1,0,89.48,163823.98,26,1.3,0.0928,Yes,North Central,0
38,Female,Salaried,250635.52,228300.0,1,3,1,75.05,25229.47,0,0.0,0.9109,No,South East,1
23,Male,Unemployed,271925.53,148700.0,1,1,0,87.62,458173.37,44,0.92,0.5468,No,North West,0
54,Male,Trader,251836.82,130500.0,12,5,2,70.04,405292.2,122,5581.36,0.0432,Yes,North East,0
52,Male,Casual,224359.98,241900.0,6,1,0,100.0,150442.73,20,1.19,0.1797,No,North Central,0
56,Female,Unemployed,190303.73,191700.0,12,0,0,87.67,195875.25,87,0.0,0.0839,Yes,South West,0
54,Male,Self-employed,44463.66,20000.0,6,1,0,98.3,30066.39,168,2640.37,0.075,Yes,North East,0
32,Female,Unemployed,298445.42,200300.0,9,1,0,92.41,428048.73,13,1.8,0.0746,Yes,South South,0
21,Female,Trader,247246.8,307500.0,12,2,0,86.05,49271.64,173,7525.55,0.1036,No,South East,0
62,Female,Self-employed,94903.64,165600.0,12,2,0,99.54,32087.17,110,2586.65,0.1454,Yes,South South,0
41,Male,Trader,216012.3,307400.0,2,3,1,82.38,269835.84,104,12046.24,0.7115,No,South East,1
22,Female,Salaried,274271.05,41100.0,3,4,0,90.88,124626.96,90,0.43,0.05,Yes,North Central,0
62,Male,Salaried,385394.48,172300.0,2,2,0,100.0,646690.74,21,1.45,0.2235,Yes,North West,0
65,Male,Salaried,250799.24,343800.0,6,2,0,92.17,358196.89,81,1.36,0.2285,No,South West,0
39,Male,Self-employed,221849.23,161600.0,2,1,0,95.57,314708.46,44,9661.57,0.3642,No,North East,0
54,Female,Salaried,333072.06,393100.0,9,5,1,81.31,108834.3,92,0.38,0.1311,No,South West,0
19,Male,Self-employed,147481.96,318400.0,6,2,0,93.34,55990.74,43,8697.92,0.3598,Yes,South East,0
22,Male,Trader,235275.92,379900.0,12,2,0,84.76,326780.06,177,10771.1,0.1346,Yes,North East,0
31,Female,Trader,120209.17,262700.0,12,2,0,100.0,90008.8,85,2668.92,0.1821,Yes,South East,0
49,Male,Casual,370424.52,173900.0,9,4,0,95.55,473855.81,24,0.0,0.0522,No,South West,0
24,Male,Unemployed,63221.51,99900.0,9,3,1,85.22,68402.59,6,0.61,0.1756,No,South West,0
19,Female,Casual,306076.79,131500.0,1,4,0,94.81,454798.97,69,2.45,0.4296,No,South West,0
50,Male,Trader,182083.92,20000.0,1,5,2,72.18,248650.64,121,10665.14,0.1098,No,South South,0
54,Female,Salaried,337126.63,376700.0,6,1,0,95.06,389366.47,41,0.38,0.1862,No,South West,0
53,Female,Unemployed,108375.6,170900.0,12,3,1,86.74,118974.38,72,0.0,0.1314,No,North Central,1
56,Male,Salaried,190842.06,204000.0,1,2,1,76.85,260865.16,68,0.0,1.0689,No,South South,1
56,Female,Salaried,187235.36,272800.0,6,4,0,88.47,162537.87,17,0.07,0.2428,Yes,North West,0
46,Female,Self-employed,238645.97,228600.0,12,1,0,100.0,217521.12,14,5618.35,0.0798,Yes,North Central,0
42,Female,Self-employed,91107.63,77000.0,3,3,1,85.57,146011.71,60,4178.62,0.2817,No,North West,0
59,Female,Trader,272188.99,357900.0,12,5,1,93.51,370134.68,151,8841.44,0.1096,Yes,South West,0
34,Female,Salaried,54224.11,79800.0,12,4,1,88.25,81566.49,44,0.12,0.1226,No,South East,0
22,Male,Trader,116612.85,92800.0,1,2,0,92.05,135489.64,56,3202.55,0.7958,No,North West,0
54,Female,Salaried,65181.93,56300.0,9,1,0,100.0,43618.52,9,1.41,0.096,No,South East,0
31,Female,Self-employed,308369.72,145200.0,2,3,0,81.27,486108.87,54,16400.99,0.2354,No,North West,0
64,Male,Self-employed,233467.26,466900.0,6,3,0,99.6,108729.09,104,12709.69,0.3333,No,North West,0
37,Male,Self-employed,242107.53,157900.0,12,0,0,76.22,139002.65,49,7486.79,0.0543,No,North Central,0
58,Female,Trader,468965.85,242500.0,1,5,1,93.44,198787.78,79,29666.71,0.5171,No,South East,0
20,Female,Salaried,146583.43,222700.0,12,1,0,86.81,180131.85,70,0.0,0.1266,No,South South,0
49,Female,Salaried,267518.18,233800.0,12,1,0,91.86,272382.46,31,0.0,0.0728,Yes,North Central,0
39,Female,Salaried,187892.76,237400.0,9,0,0,87.23,187343.68,85,0.13,0.1404,Yes,South East,0
40,Female,Trader,170188.12,312300.0,6,3,0,98.15,205495.51,105,6116.06,0.3058,No,South West,0
30,Male,Unemployed,420844.6,551000.0,3,3,1,79.86,596171.43,91,0.0,0.4364,Yes,South East,1
64,Male,Trader,696577.07,695700.0,6,1,0,100.0,334806.56,97,39102.08,0.1665,No,South East,0
36,Female,Trader,135979.42,47000.0,2,2,0,89.39,177942.83,144,5943.57,0.1728,No,South West,0
58,Male,Casual,309474.16,148500.0,1,3,1,68.64,281642.9,4,0.0,0.4798,Yes,South West,0
38,Female,Salaried,221491.2,451700.0,1,1,1,74.45,336760.45,2,0.0,2.0,Yes,North West,0
20,Female,Salaried,223224.93,182500.0,9,2,1,93.32,25850.26,67,0.0,0.0908,No,South West,0
60,Female,Self-employed,211372.58,173900.0,1,2,1,85.21,92327.8,47,11337.04,0.8227,No,North Central,0
26,Female,Salaried,144959.76,24000.0,3,2,0,100.0,50245.88,64,0.0,0.0552,Yes,North Central,0
30,Male,Self-employed,35000.0,20000.0,9,2,0,90.14,4979.57,176,2151.54,0.0635,No,South South,0
59,Female,Self-employed,488130.56,520100.0,2,1,0,84.76,562795.95,39,21317.46,0.5327,No,North East,0
60,Male,Self-employed,114592.31,67100.0,6,0,0,100.0,155163.81,168,4994.32,0.0976,Yes,South West,0
62,Female,Self-employed,153844.86,49100.0,1,7,0,84.36,141202.95,80,3592.83,0.3192,No,South East,0
38,Male,Self-employed,155986.03,113200.0,2,1,0,94.04,222406.18,22,9161.74,0.3629,No,South West,0
54,Male,Salaried,108146.27,20000.0,3,4,0,89.34,119325.86,48,0.0,0.0616,No,South East,0
33,Female,Casual,210421.56,20000.0,2,2,0,94.53,234589.39,70,0.0,0.0475,No,North West,0
53,Female,Trader,174889.4,89700.0,6,2,0,82.04,75929.6,111,6134.16,0.0855,Yes,North West,0
42,Male,Salaried,112979.73,268000.0,2,3,0,99.95,185641.77,90,0.0,1.1861,No,South East,0
20,Male,Salaried,198344.05,113300.0,3,2,0,100.0,171623.04,63,0.0,0.1904,No,North West,0
38,Female,Salaried,176174.77,126900.0,9,0,0,100.0,288738.62,19,1.33,0.08,No,South East,0
40,Male,Salaried,328998.08,398400.0,9,1,0,86.21,235279.27,2,0.14,0.1345,No,South East,0
30,Female,Salaried,75317.16,98500.0,6,6,1,86.21,59773.12,72,0.64,0.218,No,South West,0
35,Female,Salaried,106639.48,214100.0,12,1,0,92.8,129878.02,88,0.0,0.1673,No,South East,0
42,Male,Casual,288414.97,544300.0,12,2,0,94.0,396664.37,41,0.0,0.1573,No,North West,0
20,Female,Casual,118762.29,169900.0,6,3,1,88.54,51831.74,67,0.99,0.2384,No,South South,0
25,Female,Casual,100057.54,20000.0,6,2,0,90.95,169157.57,30,0.33,0.0333,Yes,South South,0
54,Female,Trader,122641.78,20000.0,1,2,0,98.76,14038.27,147,3828.8,0.1631,No,South South,0
34,Female,Trader,168564.87,86800.0,6,0,0,81.78,22389.31,87,10273.91,0.0858,No,North East,0
47,Female,Trader,168981.72,332200.0,6,3,0,94.5,40417.11,67,5034.14,0.3276,No,South West,0
45,Female,Casual,157037.38,346000.0,12,0,0,100.0,153984.89,79,0.0,0.1836,Yes,North East,0
44,Male,Trader,92239.6,20000.0,12,1,0,92.95,101516.59,155,5358.61,0.02,No,North East,0
37,Male,Trader,297528.54,526400.0,2,1,0,98.3,456568.58,35,8148.92,0.8846,No,North West,0
41,Female,Casual,426238.78,658900.0,12,1,1,73.43,337142.02,1,0.0,0.1288,Yes,South East,0
57,Female,Self-employed,51996.59,62500.0,9,1,0,90.74,69859.44,111,2661.33,0.1336,Yes,North Central,0
64,Male,Salaried,65572.44,226700.0,9,1,0,93.06,69623.41,1,0.46,0.3841,No,South West,0
30,Female,Salaried,345438.24,379900.0,12,1,0,90.2,253291.7,25,0.86,0.0916,No,South West,0
50,Female,Self-employed,499358.6,100800.0,3,1,0,100.0,497615.73,90,17737.68,0.0673,No,South West,0
64,Male,Salaried,45104.88,157000.0,6,3,1,87.1,18237.11,30,0.0,0.5801,Yes,South West,0
18,Female,Salaried,305818.13,615900.0,12,2,0,98.53,400554.65,38,0.08,0.1678,No,South East,0
55,Male,Salaried,521953.64,783600.0,2,2,0,76.28,492766.93,69,0.0,0.7506,No,South West,0
41,Male,Self-employed,102759.25,20000.0,9,1,1,81.18,144800.62,169,5708.49,0.0216,No,North Central,0
64,Male,Unemployed,502573.02,781000.0,12,0,0,99.89,329473.77,47,1.68,0.1295,No,North East,0
45,Female,Self-employed,160334.23,188300.0,12,2,0,92.85,58544.31,46,7383.5,0.0979,No,South East,0
58,Female,Salaried,220847.18,359300.0,3,2,0,92.44,187512.76,5,0.8,0.5423,Yes,South South,0
25,Female,Self-employed,112781.82,20000.0,9,3,0,100.0,97120.16,90,7320.62,0.02,Yes,South West,0
24,Male,Self-employed,345027.94,136600.0,1,6,1,90.73,198807.71,100,17245.36,0.3959,No,North West,0
62,Male,Trader,309621.54,304700.0,12,2,1,82.05,324252.34,109,15529.35,0.082,No,South South,0
43,Male,Trader,552259.44,992300.0,6,0,0,83.58,300680.16,124,29995.51,0.2995,Yes,South South,0
44,Female,Salaried,459138.38,849300.0,9,1,0,86.17,471977.47,73,0.0,0.2055,Yes,North Central,0
26,Male,Self-employed,178932.62,198300.0,12,5,0,96.75,166151.1,48,6964.11,0.0924,No,North West,0
28,Male,Salaried,1357503.94,719200.0,6,5,1,63.35,116311.18,68,1.39,0.0883,Yes,North Central,0
57,Male,Trader,433101.48,223400.0,6,1,0,100.0,498216.6,140,24366.69,0.086,Yes,South South,0
32,Male,Unemployed,255773.5,373000.0,6,1,0,94.95,185762.83,67,0.0,0.2431,No,North East,0
46,Female,Casual,94142.21,134200.0,6,3,0,89.07,129327.8,65,0.04,0.2376,No,South East,0
33,Female,Salaried,66582.09,20000.0,9,1,0,90.28,83039.56,33,0.0,0.0334,No,South East,0
30,Male,Trader,70364.49,73100.0,12,2,0,100.0,95315.38,49,1702.6,0.0866,Yes,North Central,1
25,Female,Casual,98108.53,20000.0,1,2,0,85.18,47531.25,58,0.9,0.2039,Yes,South East,0
62,Female,Casual,440629.14,785300.0,6,3,1,64.91,564939.61,6,0.0,0.297,No,North West,0
63,Female,Salaried,247043.55,251900.0,6,1,0,87.05,280771.15,88,2.19,0.1699,No,South West,0
23,Female,Self-employed,120815.46,97200.0,1,2,1,85.97,189446.71,87,3607.86,0.8045,No,South South,1
34,Male,Salaried,164785.07,27500.0,9,2,0,100.0,185462.78,2,0.33,0.02,No,South West,0
45,Female,Salaried,152234.44,59700.0,6,1,0,100.0,35850.29,14,1.64,0.0654,No,South East,0
36,Female,Trader,302774.95,131400.0,1,5,0,90.95,284358.12,131,13355.37,0.434,No,North Central,1
52,Male,Self-employed,101670.61,86100.0,9,1,0,95.98,112467.17,57,5788.53,0.0941,Yes,North East,0
30,Male,Salaried,225936.28,385200.0,6,1,0,96.44,354376.71,80,0.0,0.2842,Yes,South South,0
20,Female,Casual,218768.17,63600.0,9,2,0,95.55,112588.07,80,0.0,0.0323,No,South East,0
34,Female,Self-employed,103667.91,20000.0,2,2,0,80.21,66961.22,174,2349.55,0.0965,No,North West,0
46,Female,Unemployed,505304.27,478900.0,1,1,0,91.8,711822.19,92,0.0,0.9477,No,North West,1
26,Female,Casual,148537.22,36200.0,1,0,0,99.53,156875.88,2,0.0,0.2437,No,North Central,0
57,Female,Casual,94412.1,203300.0,6,0,0,100.0,74138.94,29,1.34,0.3589,No,South South,1
18,Female,Trader,313352.53,592300.0,9,3,0,96.78,389058.5,56,16917.66,0.21,Yes,South East,1
21,Male,Salaried,186490.25,47400.0,6,1,0,100.0,18529.16,44,0.0,0.0424,No,South West,0
42,Male,Salaried,234729.84,466300.0,1,1,1,89.07,161357.66,8,0.0,1.9865,No,South East,1
42,Male,Casual,83338.86,144600.0,6,2,0,91.34,61221.96,57,0.03,0.2892,No,South South,0
32,Female,Salaried,305218.35,50700.0,6,2,0,84.65,58077.79,36,0.0,0.0277,No,South East,0
30,Female,Self-employed,738805.94,195800.0,12,2,0,100.0,1213119.59,28,38293.51,0.0221,No,South East,0
21,Male,Trader,79210.98,20000.0,3,0,0,100.0,131844.16,168,2372.74,0.0842,No,South South,0
49,Male,Salaried,226601.41,195200.0,9,5,1,76.96,235152.76,80,0.0,0.0957,No,South South,1
36,Male,Salaried,108040.43,157200.0,9,2,1,93.45,64966.69,60,0.0,0.1617,No,South West,0
23,Female,Self-employed,1034011.1,472200.0,9,6,1,83.3,1159993.04,119,55552.01,0.0507,No,South West,0
37,Female,Self-employed,402911.91,335700.0,6,4,0,84.34,636445.04,57,26298.07,0.1389,No,South West,0
62,Female,Trader,216226.53,20000.0,1,1,0,94.33,322511.58,91,7117.4,0.0925,Yes,North West,0
30,Male,Salaried,81031.91,67800.0,3,0,0,90.02,47218.35,63,1.19,0.2789,No,South West,0
60,Female,Self-employed,94823.8,156900.0,12,2,0,97.1,116073.2,61,5490.91,0.1379,Yes,South South,0
30,Male,Salaried,292374.43,20000.0,9,2,0,96.8,88895.08,91,0.04,0.02,No,South East,0
26,Male,Trader,74242.51,20000.0,6,2,0,89.48,86151.57,125,3257.46,0.0449,No,North Central,0
30,Male,Salaried,75772.3,156500.0,6,3,2,68.61,33340.52,16,0.0,0.3442,No,South East,0
33,Female,Salaried,181036.23,163700.0,1,3,1,74.9,251266.39,64,0.0,0.9042,No,North East,0
23,Male,Casual,196306.59,262800.0,6,2,0,100.0,235694.86,80,0.4,0.2231,Yes,North Central,0
46,Male,Salaried,230436.94,20000.0,9,1,0,85.78,15781.78,58,0.0,0.02,No,South East,0
34,Female,Trader,135269.0,107800.0,2,3,1,86.12,132107.81,63,7484.32,0.3985,No,South West,0
52,Male,Salaried,327357.26,131600.0,12,2,1,89.51,260828.27,5,1.39,0.0335,Yes,North West,0
41,Male,Salaried,102799.17,42800.0,1,0,0,90.14,164349.68,18,0.39,0.4163,No,North East,0
39,Male,Self-employed,270500.97,261600.0,9,3,0,88.1,258295.65,24,15874.64,0.1075,Yes,North Central,0
40,Female,Casual,206879.25,204200.0,3,1,1,88.14,48560.4,55,0.67,0.329,No,North Central,0
25,Male,Self-employed,265968.73,197700.0,12,2,0,93.8,361516.92,103,6386.18,0.0619,No,South East,0
52,Female,Salaried,388097.11,360100.0,12,0,0,90.48,581609.45,3,0.0,0.0773,No,South East,0
22,Female,Self-employed,133886.29,20000.0,6,0,0,97.3,129172.28,82,8015.15,0.0249,No,North Central,0
52,Female,Self-employed,117126.72,20000.0,6,1,0,100.0,175047.32,66,5474.99,0.0285,No,North East,0
65,Female,Casual,60069.42,32600.0,12,1,0,100.0,33835.05,41,0.82,0.0452,Yes,South West,0
54,Female,Unemployed,48453.54,24100.0,6,4,1,84.92,25771.91,5,0.0,0.0829,No,South East,0
39,Female,Self-employed,160544.9,207100.0,1,1,0,70.34,242530.11,9,5455.6,1.29,Yes,South South,1
33,Male,Self-employed,167849.37,177400.0,9,4,0,92.33,124009.96,143,4391.06,0.1174,No,North East,0
59,Female,Self-employed,88854.73,20000.0,6,4,1,76.98,150201.79,175,5332.3,0.0375,Yes,North East,0
30,Male,Unemployed,102180.62,41200.0,3,3,0,92.58,162816.07,83,0.57,0.1344,No,South East,0
41,Female,Self-employed,484540.91,372000.0,12,2,1,78.15,453335.5,101,19547.01,0.064,No,South West,0
55,Male,Salaried,318064.03,178900.0,12,4,2,63.46,427566.59,7,1.9,0.0469,No,North West,1
62,Male,Unemployed,79274.17,104700.0,1,1,0,100.0,108569.55,50,0.68,1.3207,Yes,South South,0
62,Male,Unemployed,135021.04,160700.0,6,2,0,92.41,86117.02,70,0.05,0.1984,Yes,North Central,0
22,Male,Self-employed,234360.05,323100.0,3,1,0,92.1,190166.28,37,5256.18,0.4595,No,South West,1
61,Male,Self-employed,119792.81,124200.0,12,5,0,97.34,184499.44,18,2939.2,0.0864,No,South West,1
23,Female,Trader,106410.57,106900.0,12,1,0,86.6,94535.26,158,5356.91,0.0837,No,South South,0
46,Female,Casual,144473.64,32500.0,12,3,1,76.86,78964.12,11,0.0,0.02,No,North Central,0
62,Female,Self-employed,365726.73,442200.0,1,4,1,73.11,95458.36,16,9705.13,1.2091,No,South East,1
49,Female,Self-employed,387946.6,186900.0,1,2,1,81.51,292396.89,14,23816.49,0.4818,Yes,North East,0
63,Female,Self-employed,111599.48,85700.0,6,2,0,95.62,88407.8,20,2921.03,0.128,No,South East,0
34,Female,Self-employed,242818.7,482400.0,2,2,0,100.0,209872.99,161,14614.45,0.9933,Yes,South South,0
33,Male,Salaried,179251.39,77100.0,2,3,1,65.65,231970.89,18,0.0,0.2151,Yes,South West,0
33,Male,Trader,93466.57,55200.0,3,4,1,88.25,155462.26,177,2103.91,0.1969,No,South West,0
35,Male,Salaried,148392.15,20000.0,9,4,0,81.73,102759.25,44,0.0,0.02,Yes,South East,0
50,Male,Self-employed,79138.91,20000.0,9,2,0,87.03,109718.19,146,2426.92,0.0281,No,South West,0
39,Female,Casual,383347.83,646000.0,12,3,1,67.75,417624.87,18,1.05,0.1404,Yes,South South,0
53,Female,Self-employed,493766.97,596800.0,1,2,0,94.48,717048.18,149,16895.85,1.2087,Yes,South East,0
37,Male,Self-employed,137838.73,20000.0,9,2,0,95.91,103695.72,18,6259.95,0.02,No,North Central,0
32,Male,Unemployed,118043.75,167000.0,6,4,0,91.74,96418.34,91,0.49,0.2358,Yes,South South,0
27,Female,Salaried,357252.65,214400.0,3,7,0,78.7,195837.64,17,0.12,0.2,No,South South,0
44,Female,Casual,396808.45,266200.0,9,4,0,90.27,478347.45,21,0.0,0.0745,No,North Central,0
61,Female,Salaried,87233.59,177800.0,12,0,0,94.9,44642.58,34,0.0,0.1699,No,South East,0
59,Female,Self-employed,163486.07,358600.0,2,3,0,87.6,118580.13,56,9938.45,1.0967,Yes,North Central,0
30,Female,Trader,173234.63,264000.0,12,3,0,93.8,156095.41,171,5435.18,0.127,No,North Central,0
40,Female,Self-employed,109065.9,201200.0,6,1,0,100.0,153225.5,24,6474.04,0.3075,No,North West,0
51,Male,Self-employed,231329.93,337100.0,9,2,0,89.98,259156.18,163,10664.57,0.1619,No,South East,1
47,Male,Salaried,114204.69,91600.0,12,5,0,86.39,106875.73,95,1.2,0.0668,No,North Central,0
21,Male,Self-employed,126695.6,89800.0,9,3,1,80.92,22442.55,159,7378.62,0.0788,No,South South,0
46,Male,Salaried,168524.99,234100.0,6,1,0,100.0,27461.19,11,0.0,0.2315,Yes,South South,0
19,Male,Casual,68379.04,92000.0,6,1,0,97.54,43800.74,34,0.43,0.2242,Yes,South South,0
23,Female,Trader,47288.27,140400.0,6,1,0,83.43,4255.17,13,1458.31,0.4948,No,North Central,0
49,Male,Self-employed,326958.71,426100.0,12,1,0,100.0,137763.29,170,20000.07,0.1086,No,North West,0
22,Female,Salaried,111246.32,265600.0,12,2,2,59.72,180102.45,56,0.38,0.199,Yes,South South,1
34,Male,Self-employed,720985.12,1270400.0,9,5,1,75.16,293535.72,124,16166.65,0.1958,No,South East,1
46,Female,Self-employed,648493.19,707500.0,12,4,2,67.54,887805.07,167,37753.65,0.0909,No,South East,1
49,Male,Salaried,129508.4,134800.0,9,3,0,95.04,147291.91,21,0.33,0.1157,No,North West,0
39,Male,Trader,823317.0,851400.0,9,1,1,64.02,211639.61,57,50824.76,0.1149,No,South West,1
22,Female,Salaried,331086.71,520500.0,3,3,0,86.11,128018.42,16,0.0,0.524,No,North Central,0
56,Female,Salaried,118333.02,65800.0,6,2,2,77.62,11772.61,9,0.0,0.0927,No,North West,0
63,Female,Trader,35000.0,48800.0,6,4,1,78.91,3494.99,166,940.47,0.2324,No,South South,0
60,Male,Salaried,281535.26,598100.0,6,2,1,80.22,426292.72,29,0.2,0.3541,No,South West,0
53,Male,Salaried,183699.11,68600.0,6,2,0,92.64,306125.14,43,0.0,0.0622,Yes,South South,0
37,Female,Trader,238255.08,317300.0,12,0,0,98.88,377088.9,57,14571.22,0.111,No,North Central,1
60,Male,Trader,155122.22,233200.0,12,3,1,87.08,98584.66,123,9447.0,0.1253,No,South West,0
41,Female,Salaried,85579.85,20000.0,12,1,0,98.63,14685.45,9,0.0,0.02,No,South South,0
24,Female,Salaried,136372.42,144200.0,12,2,0,85.68,178752.72,12,0.21,0.0881,No,South South,0
58,Female,Self-employed,284937.85,480900.0,12,2,0,89.05,148254.86,75,8467.2,0.1406,No,North Central,0
33,Male,Trader,142966.86,157700.0,9,0,0,100.0,53044.95,118,3525.15,0.1226,No,South East,0
63,Female,Self-employed,142406.44,85900.0,3,3,1,81.76,115040.94,4,3621.78,0.2011,No,South West,0
35,Female,Trader,67044.41,190700.0,12,2,0,90.78,12280.76,95,1885.94,0.237,Yes,North East,0
59,Female,Trader,190993.07,151100.0,3,3,0,94.86,17322.39,86,8794.74,0.2637,Yes,South South,0
43,Male,Unemployed,87374.29,40900.0,9,5,3,68.64,77040.0,24,1.38,0.052,No,South West,1
40,Female,Self-employed,327012.66,587600.0,2,4,2,64.71,355716.26,62,9463.07,0.8984,Yes,South East,0
32,Male,Salaried,111697.16,20000.0,6,1,1,63.25,118030.22,59,0.02,0.0298,Yes,North East,1
58,Male,Salaried,148524.39,167000.0,3,1,0,91.75,13611.23,92,0.0,0.3748,No,North West,0
20,Male,Salaried,734761.66,238500.0,9,2,1,81.17,142216.26,15,0.33,0.0361,Yes,North Central,0
40,Female,Self-employed,147478.68,244300.0,12,3,0,81.62,52563.29,146,5781.35,0.138,Yes,South East,0
35,Male,Casual,135176.76,95000.0,1,1,1,81.11,81237.34,23,1.01,0.7028,No,South East,0
44,Female,Self-employed,263383.5,365700.0,2,0,0,96.35,329781.01,79,11614.66,0.6942,No,North Central,0
30,Female,Salaried,56403.81,65800.0,12,2,0,100.0,5164.64,17,1.26,0.0972,No,North Central,0
49,Female,Self-employed,405849.71,613100.0,3,2,0,86.32,145782.88,17,15018.13,0.5036,No,South West,0
